,Read number,Strand,Location of the gene in the read,Read length,Start,End
25,NC_030948-37,1,"[3316, 3318)",1062,3316,3318
26,NC_030948-37,1,"[3319, 3325)",1067,3319,3325
27,NC_030948-37,1,"[3329, 3338)",1075,3329,3338
28,NC_030948-37,1,"[3672, 3754)",1156,3672,3754
29,NC_030948-37,1,"[3774, 3876)",1257,3774,3876
30,NC_030948-37,1,"[3960, 4004)",1300,3960,4004
31,NC_030948-37,1,"[4005, 4009)",1303,4005,4009
32,NC_030948-37,1,"[4121, 4205)",1386,4121,4205
33,NC_030948-37,1,"[4284, 4475)",1576,4284,4475
34,NC_030948-37,1,"[4479, 4482)",1578,4479,4482
35,NC_030948-37,1,"[4641, 4650)",1586,4641,4650
36,NC_030948-37,1,"[4666, 4668)",1587,4666,4668
37,NC_030948-37,1,"[4794, 4835)",1627,4794,4835
38,NC_030948-37,1,"[4896, 4908)",1638,4896,4908
39,NC_030948-37,1,"[4911, 5057)",1783,4911,5057
40,NC_030948-37,1,"[5092, 5096)",1786,5092,5096
41,NC_030948-37,1,"[5100, 5304)",1989,5100,5304
42,NC_030948-37,1,"[5376, 5532)",2144,5376,5532
43,NC_030948-37,1,"[5538, 5540)",2145,5538,5540
44,NC_030948-37,1,"[5601, 5686)",2229,5601,5686
45,NC_030948-37,1,"[5712, 6032)",2548,5712,6032
46,NC_030948-37,1,"[6037, 6055)",2565,6037,6055
47,NC_030948-37,1,"[6120, 7344)",3788,6120,7344
48,NC_030948-37,1,"[7446, 7503)",3844,7446,7503
49,NC_030948-37,1,"[7548, 7854)",4149,7548,7854
50,NC_030948-37,1,"[7891, 7902)",4159,7891,7902
51,NC_030948-37,1,"[7903, 7904)",4159,7903,7904
52,NC_030948-37,1,"[7909, 7914)",4163,7909,7914
53,NC_030948-37,1,"[7917, 7924)",4169,7917,7924
54,NC_030948-37,1,"[7925, 8052)",4295,7925,8052
55,NC_030948-37,1,"[8058, 8082)",4318,8058,8082
56,NC_030948-37,1,"[8557, 8568)",4328,8557,8568
57,NC_030948-37,1,"[8633, 8638)",4332,8633,8638
58,NC_030948-37,1,"[8639, 8665)",4357,8639,8665
0,NC_030948-38,1,"[71, 94)",22,71,94
1,NC_030948-38,1,"[306, 354)",69,306,354
2,NC_030948-38,1,"[510, 581)",139,510,581
3,NC_030948-38,1,"[688, 693)",143,688,693
4,NC_030948-38,1,"[713, 714)",143,713,714
5,NC_030948-38,1,"[918, 968)",192,918,968
6,NC_030948-38,1,"[1020, 1126)",297,1020,1126
7,NC_030948-38,1,"[1371, 1377)",302,1371,1377
8,NC_030948-38,1,"[1379, 1382)",304,1379,1382
9,NC_030948-38,1,"[1938, 1975)",340,1938,1975
10,NC_030948-38,1,"[1982, 1984)",341,1982,1984
11,NC_030948-38,1,"[2040, 2142)",442,2040,2142
12,NC_030948-38,1,"[2186, 2187)",442,2186,2187
13,NC_030948-38,1,"[2193, 2196)",444,2193,2196
14,NC_030948-38,1,"[2199, 2200)",444,2199,2200
15,NC_030948-38,1,"[2201, 2205)",447,2201,2205
16,NC_030948-38,1,"[2209, 2244)",481,2209,2244
17,NC_030948-38,1,"[2248, 2251)",483,2248,2251
18,NC_030948-38,1,"[2258, 2259)",483,2258,2259
19,NC_030948-38,1,"[2269, 2286)",499,2269,2286
20,NC_030948-38,1,"[2288, 2289)",499,2288,2289
21,NC_030948-38,1,"[2962, 2965)",501,2962,2965
22,NC_030948-38,1,"[2967, 2982)",515,2967,2982
23,NC_030948-38,1,"[3001, 3012)",525,3001,3012
24,NC_030948-38,1,"[3162, 3468)",830,3162,3468
25,NC_030948-38,1,"[3672, 3738)",895,3672,3738
26,NC_030948-38,1,"[3739, 3762)",917,3739,3762
27,NC_030948-38,1,"[3865, 3872)",923,3865,3872
28,NC_030948-38,1,"[3873, 3934)",983,3873,3934
29,NC_030948-38,1,"[4083, 4112)",1011,4083,4112
30,NC_030948-38,1,"[4182, 4386)",1214,4182,4386
31,NC_030948-38,1,"[4495, 4590)",1308,4495,4590
32,NC_030948-38,1,"[4648, 4692)",1351,4648,4692
33,NC_030948-38,1,"[4854, 4855)",1351,4854,4855
34,NC_030948-38,1,"[4856, 4864)",1358,4856,4864
35,NC_030948-38,1,"[4869, 4878)",1366,4869,4878
36,NC_030948-38,1,"[5033, 5065)",1397,5033,5065
37,NC_030948-38,1,"[5100, 5188)",1484,5100,5188
38,NC_030948-38,1,"[5202, 5391)",1672,5202,5391
39,NC_030948-38,1,"[5399, 5406)",1678,5399,5406
40,NC_030948-38,1,"[5508, 5605)",1774,5508,5605
41,NC_030948-38,1,"[5610, 5640)",1803,5610,5640
42,NC_030948-38,1,"[5742, 5864)",1924,5742,5864
43,NC_030948-38,1,"[5949, 6018)",1992,5949,6018
44,NC_030948-38,1,"[6101, 6120)",2010,6101,6120
45,NC_030948-38,1,"[6133, 6139)",2015,6133,6139
46,NC_030948-38,1,"[6160, 6161)",2015,6160,6161
47,NC_030948-38,1,"[6173, 6179)",2020,6173,6179
48,NC_030948-38,1,"[6181, 6188)",2026,6181,6188
49,NC_030948-38,1,"[6222, 6230)",2033,6222,6230
0,NC_030948-39,1,"[0, 408)",407,0,408
1,NC_030948-39,1,"[416, 593)",583,416,593
2,NC_030948-39,1,"[612, 1224)",1194,612,1224
3,NC_030948-39,1,"[1303, 1403)",1293,1303,1403
4,NC_030948-39,1,"[1428, 1489)",1353,1428,1489
5,NC_030948-39,1,"[1530, 1632)",1454,1530,1632
6,NC_030948-39,1,"[1637, 1734)",1550,1637,1734
7,NC_030948-39,1,"[1760, 1762)",1551,1760,1762
8,NC_030948-39,1,"[1763, 1835)",1622,1763,1835
9,NC_030948-39,1,"[1836, 1937)",1722,1836,1937
10,NC_030948-39,1,"[1938, 1972)",1755,1938,1972
11,NC_030948-39,1,"[1974, 2067)",1847,1974,2067
0,NC_030948-40,1,"[75, 79)",3,75,79
1,NC_030948-40,1,"[83, 84)",3,83,84
2,NC_030948-40,1,"[148, 153)",7,148,153
3,NC_030948-40,1,"[204, 603)",405,204,603
4,NC_030948-40,1,"[612, 686)",478,612,686
5,NC_030948-40,1,"[687, 1020)",810,687,1020
6,NC_030948-40,1,"[1152, 1216)",873,1152,1216
7,NC_030948-40,1,"[1224, 1930)",1578,1224,1930
8,NC_030948-40,1,"[2032, 2040)",1585,2032,2040
9,NC_030948-40,1,"[2142, 2183)",1625,2142,2183
10,NC_030948-40,1,"[2190, 2229)",1663,2190,2229
11,NC_030948-40,1,"[2244, 2395)",1813,2244,2395
12,NC_030948-40,1,"[2428, 2435)",1819,2428,2435
13,NC_030948-40,1,"[2437, 2438)",1819,2437,2438
14,NC_030948-40,1,"[2440, 2445)",1823,2440,2445
15,NC_030948-40,1,"[2448, 2759)",2133,2448,2759
16,NC_030948-40,1,"[2760, 2761)",2133,2760,2761
17,NC_030948-40,1,"[2869, 3162)",2425,2869,3162
18,NC_030948-40,1,"[3366, 3380)",2438,3366,3380
19,NC_030948-40,1,"[3381, 3384)",2440,3381,3384
20,NC_030948-40,1,"[3385, 3391)",2445,3385,3391
21,NC_030948-40,1,"[3412, 3439)",2471,3412,3439
22,NC_030948-40,1,"[3442, 3459)",2487,3442,3459
23,NC_030948-40,1,"[3460, 3464)",2490,3460,3464
24,NC_030948-40,1,"[3466, 3520)",2543,3466,3520
25,NC_030948-40,1,"[3522, 3527)",2547,3522,3527
26,NC_030948-40,1,"[3530, 3535)",2551,3530,3535
27,NC_030948-40,1,"[3536, 4284)",3298,3536,4284
28,NC_030948-40,1,"[4342, 4343)",3298,4342,4343
29,NC_030948-40,1,"[4344, 4345)",3298,4344,4345
30,NC_030948-40,1,"[4348, 4450)",3399,4348,4450
31,NC_030948-40,1,"[4692, 4810)",3516,4692,4810
32,NC_030948-40,1,"[4814, 4815)",3516,4814,4815
33,NC_030948-40,1,"[4872, 4876)",3519,4872,4876
34,NC_030948-40,1,"[4878, 4881)",3521,4878,4881
35,NC_030948-40,1,"[4883, 4884)",3521,4883,4884
36,NC_030948-40,1,"[4887, 5119)",3752,4887,5119
37,NC_030948-40,1,"[5122, 5508)",4137,5122,5508
38,NC_030948-40,1,"[5616, 5655)",4175,5616,5655
39,NC_030948-40,1,"[5790, 5859)",4243,5790,5859
40,NC_030948-40,1,"[5871, 5887)",4258,5871,5887
41,NC_030948-40,1,"[5916, 6528)",4869,5916,6528
42,NC_030948-40,1,"[6614, 6630)",4884,6614,6630
43,NC_030948-40,1,"[6834, 6881)",4930,6834,6881
44,NC_030948-40,1,"[6936, 6941)",4934,6936,6941
45,NC_030948-40,1,"[6944, 6949)",4938,6944,6949
46,NC_030948-40,1,"[7072, 7140)",5005,7072,7140
47,NC_030948-40,1,"[7146, 7147)",5005,7146,7147
48,NC_030948-40,1,"[7228, 7322)",5098,7228,7322
49,NC_030948-40,1,"[7330, 7538)",5305,7330,7538
50,NC_030948-40,1,"[7539, 7548)",5313,7539,7548
51,NC_030948-40,1,"[7607, 7697)",5402,7607,7697
52,NC_030948-40,1,"[7826, 7854)",5429,7826,7854
0,NC_030948-41,1,"[0, 79)",78,0,79
1,NC_030948-41,1,"[84, 89)",82,84,89
2,NC_030948-41,1,"[102, 120)",99,102,120
3,NC_030948-41,1,"[164, 291)",225,164,291
4,NC_030948-41,1,"[305, 634)",553,305,634
5,NC_030948-41,1,"[643, 646)",555,643,646
6,NC_030948-41,1,"[714, 1019)",859,714,1019
7,NC_030948-41,1,"[1020, 1428)",1266,1020,1428
8,NC_030948-41,1,"[1470, 1473)",1268,1470,1473
9,NC_030948-41,1,"[1475, 1938)",1730,1475,1938
10,NC_030948-41,1,"[2008, 2040)",1761,2008,2040
0,NC_030948-42,1,"[204, 279)",74,204,279
1,NC_030948-42,1,"[306, 418)",185,306,418
2,NC_030948-42,1,"[424, 430)",190,424,430
3,NC_030948-42,1,"[510, 592)",271,510,592
4,NC_030948-42,1,"[604, 612)",278,604,612
5,NC_030948-42,1,"[663, 714)",328,663,714
6,NC_030948-42,1,"[721, 747)",353,721,747
7,NC_030948-42,1,"[912, 918)",358,912,918
8,NC_030948-42,1,"[1122, 1150)",385,1122,1150
9,NC_030948-42,1,"[1157, 1166)",393,1157,1166
10,NC_030948-42,1,"[1224, 1341)",509,1224,1341
11,NC_030948-42,1,"[1530, 1615)",593,1530,1615
12,NC_030948-42,1,"[1631, 1836)",797,1631,1836
13,NC_030948-42,1,"[1843, 1967)",920,1843,1967
14,NC_030948-42,1,"[1968, 1970)",921,1968,1970
15,NC_030948-42,1,"[1971, 1972)",921,1971,1972
16,NC_030948-42,1,"[2040, 2151)",1031,2040,2151
17,NC_030948-42,1,"[2310, 2346)",1066,2310,2346
18,NC_030948-42,1,"[2550, 2618)",1133,2550,2618
19,NC_030948-42,1,"[2766, 2779)",1145,2766,2779
20,NC_030948-42,1,"[2856, 2906)",1194,2856,2906
21,NC_030948-42,1,"[2943, 2958)",1208,2943,2958
22,NC_030948-42,1,"[3072, 3073)",1208,3072,3073
23,NC_030948-42,1,"[3074, 3075)",1208,3074,3075
24,NC_030948-42,1,"[3081, 3082)",1208,3081,3082
25,NC_030948-42,1,"[3162, 3297)",1342,3162,3297
26,NC_030948-42,1,"[3299, 3300)",1342,3299,3300
27,NC_030948-42,1,"[3334, 3335)",1342,3334,3335
28,NC_030948-42,1,"[3361, 3364)",1344,3361,3364
29,NC_030948-42,1,"[3365, 3366)",1344,3365,3366
30,NC_030948-42,1,"[3392, 3401)",1352,3392,3401
31,NC_030948-42,1,"[3405, 3407)",1353,3405,3407
32,NC_030948-42,1,"[3420, 3421)",1353,3420,3421
33,NC_030948-42,1,"[3422, 3427)",1357,3422,3427
34,NC_030948-42,1,"[3462, 3561)",1455,3462,3561
35,NC_030948-42,1,"[3664, 3726)",1516,3664,3726
36,NC_030948-42,1,"[3727, 3730)",1518,3727,3730
37,NC_030948-42,1,"[3854, 3876)",1539,3854,3876
38,NC_030948-42,1,"[4080, 4115)",1573,4080,4115
39,NC_030948-42,1,"[4119, 4153)",1606,4119,4153
40,NC_030948-42,1,"[4157, 4167)",1615,4157,4167
41,NC_030948-42,1,"[4182, 4284)",1716,4182,4284
42,NC_030948-42,1,"[4385, 4386)",1716,4385,4386
43,NC_030948-42,1,"[4397, 4406)",1724,4397,4406
44,NC_030948-42,1,"[4408, 4428)",1743,4408,4428
45,NC_030948-42,1,"[4488, 4896)",2150,4488,4896
46,NC_030948-42,1,"[4977, 5094)",2266,4977,5094
47,NC_030948-42,1,"[5200, 5202)",2267,5200,5202
48,NC_030948-42,1,"[5304, 5566)",2528,5304,5566
49,NC_030948-42,1,"[5581, 5583)",2529,5581,5583
50,NC_030948-42,1,"[5610, 5916)",2834,5610,5916
51,NC_030948-42,1,"[6002, 6018)",2849,6002,6018
52,NC_030948-42,1,"[6282, 6285)",2851,6282,6285
53,NC_030948-42,1,"[6298, 6309)",2861,6298,6309
54,NC_030948-42,1,"[6312, 6314)",2862,6312,6314
55,NC_030948-42,1,"[6317, 6319)",2863,6317,6319
56,NC_030948-42,1,"[6324, 6415)",2953,6324,6415
57,NC_030948-42,1,"[6426, 6630)",3156,6426,6630
58,NC_030948-42,1,"[6689, 6742)",3208,6689,6742
59,NC_030948-42,1,"[6834, 7140)",3513,6834,7140
60,NC_030948-42,1,"[7261, 7262)",3513,7261,7262
61,NC_030948-42,1,"[7270, 7274)",3516,7270,7274
62,NC_030948-42,1,"[7279, 7280)",3516,7279,7280
63,NC_030948-42,1,"[7282, 7302)",3535,7282,7302
64,NC_030948-42,1,"[7407, 7528)",3655,7407,7528
65,NC_030948-42,1,"[7548, 7752)",3858,7548,7752
66,NC_030948-42,1,"[7917, 7928)",3868,7917,7928
67,NC_030948-42,1,"[7930, 7933)",3870,7930,7933
68,NC_030948-42,1,"[7956, 7981)",3894,7956,7981
69,NC_030948-42,1,"[8058, 8262)",4097,8058,8262
70,NC_030948-42,1,"[8363, 8364)",4097,8363,8364
71,NC_030948-42,1,"[8568, 8631)",4159,8568,8631
72,NC_030948-42,1,"[8670, 8722)",4210,8670,8722
73,NC_030948-42,1,"[8734, 8772)",4247,8734,8772
0,NC_030948-43,1,"[8, 22)",13,8,22
1,NC_030948-43,1,"[35, 78)",55,35,78
2,NC_030948-43,1,"[83, 84)",55,83,84
3,NC_030948-43,1,"[86, 88)",56,86,88
4,NC_030948-43,1,"[96, 97)",56,96,97
5,NC_030948-43,1,"[102, 306)",259,102,306
6,NC_030948-43,1,"[816, 874)",316,816,874
7,NC_030948-43,1,"[918, 1122)",519,918,1122
8,NC_030948-43,1,"[1279, 1314)",553,1279,1314
9,NC_030948-43,1,"[1326, 1423)",649,1326,1423
10,NC_030948-43,1,"[1428, 2419)",1639,1428,2419
11,NC_030948-43,1,"[2420, 2439)",1657,2420,2439
12,NC_030948-43,1,"[2448, 2652)",1860,2448,2652
0,NC_030948-44,1,"[310, 393)",82,310,393
1,NC_030948-44,1,"[408, 459)",132,408,459
2,NC_030948-44,1,"[520, 947)",558,520,947
3,NC_030948-44,1,"[1100, 1841)",1298,1100,1841
4,NC_030948-44,1,"[1979, 1984)",1302,1979,1984
5,NC_030948-44,1,"[2025, 2374)",1650,2025,2374
6,NC_030948-44,1,"[2392, 2663)",1920,2392,2663
7,NC_030948-44,1,"[2752, 2958)",2125,2752,2958
8,NC_030948-44,1,"[2961, 2964)",2127,2961,2964
9,NC_030948-44,1,"[3024, 3026)",2128,3024,3026
10,NC_030948-44,1,"[3031, 3034)",2130,3031,3034
11,NC_030948-44,1,"[3037, 3060)",2152,3037,3060
12,NC_030948-44,1,"[3127, 3129)",2153,3127,3129
13,NC_030948-44,1,"[3137, 3148)",2163,3137,3148
14,NC_030948-44,1,"[3150, 3161)",2173,3150,3161
15,NC_030948-44,1,"[3162, 3451)",2461,3162,3451
16,NC_030948-44,1,"[3452, 3453)",2461,3452,3453
17,NC_030948-44,1,"[3466, 3602)",2596,3466,3602
18,NC_030948-44,1,"[3663, 3672)",2604,3663,3672
19,NC_030948-44,1,"[3876, 4057)",2784,3876,4057
20,NC_030948-44,1,"[4068, 4083)",2798,4068,4083
21,NC_030948-44,1,"[4093, 4098)",2802,4093,4098
22,NC_030948-44,1,"[4105, 4135)",2831,4105,4135
23,NC_030948-44,1,"[4137, 4138)",2831,4137,4138
24,NC_030948-44,1,"[4160, 4170)",2840,4160,4170
0,NC_030948-50,1,"[0, 204)",203,0,204
1,NC_030948-50,1,"[268, 269)",203,268,269
2,NC_030948-50,1,"[272, 331)",261,272,331
3,NC_030948-50,1,"[455, 456)",261,455,456
4,NC_030948-50,1,"[460, 465)",265,460,465
5,NC_030948-50,1,"[467, 486)",283,467,486
6,NC_030948-50,1,"[493, 510)",299,493,510
7,NC_030948-50,1,"[522, 523)",299,522,523
8,NC_030948-50,1,"[530, 532)",300,530,532
9,NC_030948-50,1,"[533, 541)",307,533,541
10,NC_030948-50,1,"[542, 612)",376,542,612
11,NC_030948-50,1,"[714, 813)",474,714,813
12,NC_030948-50,1,"[816, 1428)",1085,816,1428
13,NC_030948-50,1,"[1494, 1600)",1190,1494,1600
14,NC_030948-50,1,"[1632, 2764)",2321,1632,2764
15,NC_030948-50,1,"[2780, 2784)",2324,2780,2784
16,NC_030948-50,1,"[2798, 2799)",2324,2798,2799
17,NC_030948-50,1,"[2802, 2816)",2337,2802,2816
18,NC_030948-50,1,"[2826, 2827)",2337,2826,2827
19,NC_030948-50,1,"[2828, 2831)",2339,2828,2831
20,NC_030948-50,1,"[2832, 2856)",2362,2832,2856
21,NC_030948-50,1,"[2929, 2930)",2362,2929,2930
22,NC_030948-50,1,"[2931, 2934)",2364,2931,2934
23,NC_030948-50,1,"[2935, 2936)",2364,2935,2936
24,NC_030948-50,1,"[2942, 2953)",2374,2942,2953
25,NC_030948-50,1,"[2964, 2971)",2380,2964,2971
26,NC_030948-50,1,"[2989, 2998)",2388,2989,2998
27,NC_030948-50,1,"[2999, 3000)",2388,2999,3000
28,NC_030948-50,1,"[3002, 3060)",2445,3002,3060
29,NC_030948-50,1,"[3094, 3222)",2572,3094,3222
30,NC_030948-50,1,"[3249, 3260)",2582,3249,3260
31,NC_030948-50,1,"[3261, 3876)",3196,3261,3876
32,NC_030948-50,1,"[3989, 3990)",3196,3989,3990
33,NC_030948-50,1,"[3993, 4073)",3275,3993,4073
34,NC_030948-50,1,"[4080, 4794)",3988,4080,4794
35,NC_030948-50,1,"[5100, 5127)",4014,5100,5127
36,NC_030948-50,1,"[5202, 5232)",4043,5202,5232
37,NC_030948-50,1,"[5280, 5283)",4045,5280,5283
38,NC_030948-50,1,"[5285, 5560)",4319,5285,5560
39,NC_030948-50,1,"[5593, 5601)",4326,5593,5601
40,NC_030948-50,1,"[5604, 5608)",4329,5604,5608
41,NC_030948-50,1,"[5610, 5712)",4430,5610,5712
0,NC_030948-51,1,"[287, 304)",16,287,304
1,NC_030948-51,1,"[408, 502)",109,408,502
2,NC_030948-51,1,"[513, 543)",138,513,543
3,NC_030948-51,1,"[563, 565)",139,563,565
4,NC_030948-51,1,"[566, 571)",143,566,571
5,NC_030948-51,1,"[593, 594)",143,593,594
6,NC_030948-51,1,"[598, 599)",143,598,599
7,NC_030948-51,1,"[600, 612)",154,600,612
8,NC_030948-51,1,"[622, 623)",154,622,623
9,NC_030948-51,1,"[630, 643)",166,630,643
10,NC_030948-51,1,"[646, 650)",169,646,650
11,NC_030948-51,1,"[659, 660)",169,659,660
12,NC_030948-51,1,"[664, 709)",213,664,709
13,NC_030948-51,1,"[1020, 1114)",306,1020,1114
14,NC_030948-51,1,"[1218, 1224)",311,1218,1224
15,NC_030948-51,1,"[1326, 1338)",322,1326,1338
16,NC_030948-51,1,"[1408, 1484)",397,1408,1484
17,NC_030948-51,1,"[1836, 1912)",472,1836,1912
18,NC_030948-51,1,"[1938, 2045)",578,1938,2045
19,NC_030948-51,1,"[2111, 2113)",579,2111,2113
20,NC_030948-51,1,"[2119, 2125)",584,2119,2125
21,NC_030948-51,1,"[2127, 2142)",598,2127,2142
22,NC_030948-51,1,"[2191, 2198)",604,2191,2198
23,NC_030948-51,1,"[2201, 2202)",604,2201,2202
24,NC_030948-51,1,"[2204, 2206)",605,2204,2206
25,NC_030948-51,1,"[2211, 2244)",637,2211,2244
26,NC_030948-51,1,"[2346, 2754)",1044,2346,2754
27,NC_030948-51,1,"[2791, 2792)",1044,2791,2792
28,NC_030948-51,1,"[2806, 2807)",1044,2806,2807
29,NC_030948-51,1,"[2809, 2856)",1090,2809,2856
30,NC_030948-51,1,"[3060, 3137)",1166,3060,3137
31,NC_030948-51,1,"[3225, 3312)",1252,3225,3312
32,NC_030948-51,1,"[3315, 3320)",1256,3315,3320
33,NC_030948-51,1,"[3322, 3324)",1257,3322,3324
34,NC_030948-51,1,"[3570, 3854)",1540,3570,3854
35,NC_030948-51,1,"[3866, 3887)",1560,3866,3887
36,NC_030948-51,1,"[3890, 3895)",1564,3890,3895
37,NC_030948-51,1,"[3903, 3904)",1564,3903,3904
38,NC_030948-51,1,"[3905, 3911)",1569,3905,3911
39,NC_030948-51,1,"[3919, 3923)",1572,3919,3923
40,NC_030948-51,1,"[3933, 4051)",1689,3933,4051
41,NC_030948-51,1,"[4056, 4059)",1691,4056,4059
42,NC_030948-51,1,"[4060, 4080)",1710,4060,4080
43,NC_030948-51,1,"[4133, 4182)",1758,4133,4182
44,NC_030948-51,1,"[4284, 4303)",1776,4284,4303
45,NC_030948-51,1,"[4308, 4312)",1779,4308,4312
46,NC_030948-51,1,"[4313, 4314)",1779,4313,4314
47,NC_030948-51,1,"[4317, 4320)",1781,4317,4320
48,NC_030948-51,1,"[4321, 4325)",1784,4321,4325
49,NC_030948-51,1,"[4467, 4488)",1804,4467,4488
50,NC_030948-51,1,"[4590, 4648)",1861,4590,4648
51,NC_030948-51,1,"[4850, 4852)",1862,4850,4852
52,NC_030948-51,1,"[4857, 4863)",1867,4857,4863
53,NC_030948-51,1,"[4998, 5052)",1920,4998,5052
54,NC_030948-51,1,"[5200, 5202)",1921,5200,5202
0,NC_030948-52,1,"[0, 93)",92,0,93
1,NC_030948-52,1,"[102, 950)",939,102,950
2,NC_030948-52,1,"[953, 961)",946,953,961
3,NC_030948-52,1,"[1122, 1162)",985,1122,1162
4,NC_030948-52,1,"[1311, 1331)",1004,1311,1331
5,NC_030948-52,1,"[1428, 2083)",1658,1428,2083
6,NC_030948-52,1,"[2225, 2294)",1726,2225,2294
7,NC_030948-52,1,"[2297, 2303)",1731,2297,2303
8,NC_030948-52,1,"[2304, 2306)",1732,2304,2306
9,NC_030948-52,1,"[2368, 2375)",1738,2368,2375
10,NC_030948-52,1,"[2380, 2402)",1759,2380,2402
11,NC_030948-52,1,"[2403, 2448)",1803,2403,2448
12,NC_030948-52,1,"[2550, 2651)",1903,2550,2651
13,NC_030948-52,1,"[2652, 2754)",2004,2652,2754
14,NC_030948-52,1,"[2809, 2811)",2005,2809,2811
15,NC_030948-52,1,"[2832, 2833)",2005,2832,2833
16,NC_030948-52,1,"[2838, 2855)",2021,2838,2855
17,NC_030948-52,1,"[2958, 3039)",2101,2958,3039
18,NC_030948-52,1,"[3060, 3297)",2337,3060,3297
19,NC_030948-52,1,"[3299, 3324)",2361,3299,3324
20,NC_030948-52,1,"[3331, 3332)",2361,3331,3332
21,NC_030948-52,1,"[3336, 3468)",2492,3336,3468
22,NC_030948-52,1,"[3480, 3641)",2652,3480,3641
23,NC_030948-52,1,"[3672, 4488)",3467,3672,4488
24,NC_030948-52,1,"[4584, 4590)",3472,4584,4590
25,NC_030948-52,1,"[4692, 4733)",3512,4692,4733
26,NC_030948-52,1,"[4794, 4998)",3715,4794,4998
0,NC_030948-53,1,"[0, 118)",117,0,118
1,NC_030948-53,1,"[144, 146)",118,144,146
2,NC_030948-53,1,"[151, 160)",126,151,160
3,NC_030948-53,1,"[165, 510)",470,165,510
4,NC_030948-53,1,"[583, 612)",498,583,612
5,NC_030948-53,1,"[714, 772)",555,714,772
6,NC_030948-53,1,"[773, 774)",555,773,774
7,NC_030948-53,1,"[777, 786)",563,777,786
8,NC_030948-53,1,"[844, 846)",564,844,846
9,NC_030948-53,1,"[873, 876)",566,873,876
10,NC_030948-53,1,"[879, 880)",566,879,880
11,NC_030948-53,1,"[882, 883)",566,882,883
12,NC_030948-53,1,"[885, 888)",568,885,888
13,NC_030948-53,1,"[889, 892)",570,889,892
14,NC_030948-53,1,"[917, 918)",570,917,918
15,NC_030948-53,1,"[923, 990)",636,923,990
16,NC_030948-53,1,"[1224, 1326)",737,1224,1326
17,NC_030948-53,1,"[1401, 1428)",763,1401,1428
18,NC_030948-53,1,"[1632, 1788)",918,1632,1788
19,NC_030948-53,1,"[1910, 2142)",1149,1910,2142
0,NC_030948-54,1,"[0, 102)",101,0,102
1,NC_030948-54,1,"[137, 141)",104,137,141
2,NC_030948-54,1,"[142, 143)",104,142,143
3,NC_030948-54,1,"[144, 204)",163,144,204
4,NC_030948-54,1,"[306, 376)",232,306,376
5,NC_030948-54,1,"[408, 510)",333,408,510
6,NC_030948-54,1,"[695, 701)",338,695,701
7,NC_030948-54,1,"[714, 2142)",1765,714,2142
8,NC_030948-54,1,"[2223, 2271)",1812,2223,2271
9,NC_030948-54,1,"[2429, 2876)",2258,2429,2876
10,NC_030948-54,1,"[2877, 2882)",2262,2877,2882
11,NC_030948-54,1,"[3027, 3114)",2348,3027,3114
12,NC_030948-54,1,"[3162, 3366)",2551,3162,3366
13,NC_030948-54,1,"[3375, 3570)",2745,3375,3570
14,NC_030948-54,1,"[3657, 3672)",2759,3657,3672
15,NC_030948-54,1,"[3978, 4020)",2800,3978,4020
16,NC_030948-54,1,"[4038, 4045)",2806,4038,4045
17,NC_030948-54,1,"[4049, 4051)",2807,4049,4051
18,NC_030948-54,1,"[4080, 4310)",3036,4080,4310
19,NC_030948-54,1,"[4743, 4749)",3041,4743,4749
20,NC_030948-54,1,"[4761, 4767)",3046,4761,4767
21,NC_030948-54,1,"[4879, 4880)",3046,4879,4880
22,NC_030948-54,1,"[4881, 4885)",3049,4881,4885
23,NC_030948-54,1,"[4895, 4930)",3083,4895,4930
24,NC_030948-54,1,"[4938, 4962)",3106,4938,4962
25,NC_030948-54,1,"[4967, 4970)",3108,4967,4970
26,NC_030948-54,1,"[4998, 5209)",3318,4998,5209
27,NC_030948-54,1,"[5225, 5226)",3318,5225,5226
28,NC_030948-54,1,"[5227, 5387)",3477,5227,5387
29,NC_030948-54,1,"[5392, 5406)",3490,5392,5406
30,NC_030948-54,1,"[5738, 5772)",3523,5738,5772
31,NC_030948-54,1,"[6177, 6217)",3562,6177,6217
32,NC_030948-54,1,"[6225, 6230)",3566,6225,6230
33,NC_030948-54,1,"[6339, 6403)",3629,6339,6403
34,NC_030948-54,1,"[6426, 6607)",3809,6426,6607
35,NC_030948-54,1,"[6609, 6640)",3839,6609,6640
36,NC_030948-54,1,"[6642, 6655)",3851,6642,6655
37,NC_030948-54,1,"[6656, 6732)",3926,6656,6732
38,NC_030948-54,1,"[6936, 7248)",4237,6936,7248
39,NC_030948-54,1,"[7334, 7344)",4246,7334,7344
40,NC_030948-54,1,"[7548, 7643)",4340,7548,7643
0,NC_030948-55,1,"[0, 204)",203,0,204
1,NC_030948-55,1,"[408, 448)",242,408,448
2,NC_030948-55,1,"[612, 683)",312,612,683
3,NC_030948-55,1,"[714, 729)",326,714,729
4,NC_030948-55,1,"[734, 743)",334,734,743
5,NC_030948-55,1,"[744, 953)",542,744,953
6,NC_030948-55,1,"[954, 1051)",638,954,1051
7,NC_030948-55,1,"[1074, 1075)",638,1074,1075
8,NC_030948-55,1,"[1083, 1094)",648,1083,1094
9,NC_030948-55,1,"[1096, 1109)",660,1096,1109
10,NC_030948-55,1,"[1115, 1121)",665,1115,1121
